Name,ReleaseDate,Rating,Function,Meaning,Storytelling,Form,Cinematography,Acting,Effort,Fun,Cry,Genre,Runtime
Picnic,1955,4.5,1.7,6.5,4.3,9.6,7.1,7.8,9.7,0.5,9.8,Drama,115
All That Heaven Allows,1955,4.1,3.7,8.7,2.5,6.9,9.7,8.4,8.1,0.5,0.3,Drama,89
Paper Moon,1973,4.2,6.6,3.8,9.8,2.4,0.3,4.1,3.9,4.5,6.6,Comedy,102
Dave,1993,0.5,3.4,5.1,2.4,8.5,5.2,8.8,7.4,0.3,7.3,Comedy,110
Birdman of Alcatraz,1962,5.7,6,3.2,5.1,8.9,1.4,1.8,5.3,1.1,2.6,Drama,148
Sorcerer,1977,0.4,8.8,2.3,5.4,3.7,1.2,6.6,2.1,3.8,4.1,Drama,125
The Eye of the Neddle,1981,6,0.5,3.1,8.9,6,7,5.5,0.8,3,0.2,Spy,109
Major Dundee,1964,9.4,7.4,9.6,3.6,2.8,8.1,5.3,4.3,9.5,6.1,Western,125
Hard Target,1993,8.2,9.7,9.7,2.2,9.7,6.3,9,2,7.7,1.7,Action,100
Addams Family Values,1993,6.6,0.2,4.4,3.9,2.9,8.4,5.8,6.1,4.1,8.5,Comedy,93
Hocus Pocus,1993,0.3,7.5,2.7,0.3,8.4,3.1,6.4,1.4,8.3,9.9,Comedy,96
Heaven & Earth,1993,5.2,9.7,2.7,1.5,3.7,4.4,7.7,6.2,2.9,8.7,Drama,140
Last Embrace,1979,6.6,7.2,1.4,6.5,4.6,4.1,2.8,0.3,0.8,4.1,Thriller,101
Dazed and Confused,1993,8.6,0,8.7,0.2,8.4,4.2,1.9,2.3,9.1,1.4,Comedy,94
The Laughing Policeman,1973,9.1,2.7,0.2,7.5,0.5,3.6,1.8,2.9,6.9,0.5,Crime,110
They Came to Cordura,1959,4.4,8.3,2.1,5.7,0.3,3.2,3.4,9.8,8.9,2.3,Drama,123
Housesitter,1991,0.8,3.8,0.6,6.5,8,7.6,8.4,1.6,5.9,3.9,Comedy,100
The Crow,1994,5.6,7.5,2.8,7.9,7.3,6.9,4.6,2.5,0.7,4.2,Fantasy,101
The Good Guys and the Bad Guys,1969,0.6,8.9,8.2,8.9,9,8.3,7.6,1.3,7.2,9.8,Western,90
Look Who's Talking Now,1993,1.8,9.5,3.5,2.3,5.1,9.4,1.7,8.1,7.8,4.5,Comedy,97
Tha Ballad of Cable Hogue,1970,4.1,5.7,5.4,7.9,6.4,5.7,2,9.1,7.8,6.1,Western,121
East of Eden,1955,1.2,6.3,8.9,9.8,9.8,9.4,6.8,7.5,2.7,8.3,Drama,115
Deathtrap,1982,2.5,4.8,0.4,7.9,3.7,9.7,2.9,0.1,6.6,4,Thriller,116
Cactus Flower,1969,3.1,0.1,1.9,6.7,9.1,4.2,8.1,4,5.9,7.6,Comedy,103
La bamba,1987,3.2,3.3,6.3,9.9,7.9,6.6,0.5,3.8,2.1,2,Biography,106
Broken Lance,1954,7.8,3.9,6.4,4.3,4.8,3.3,0.7,1.5,3.1,6.2,Western,96
The Age of Innocence,1993,1.1,3.9,6.3,6.3,1.5,5.1,5.1,2.3,6.8,0.1,Drama,136
In the Line of Fire,1993,6.1,0.6,4.2,1.6,4.8,3.2,4.2,1.4,8,9.6,Thriller,123
Night and Day,1946,0.6,1.1,0.1,5.9,0.7,0.7,9.9,4.3,6.2,7.9,Biography,128
National Lampoon's Loaded Weapon,1993,7.7,0,7.2,8.9,9.7,1.3,9.1,0.2,0.5,8.5,Comedy,83
Dead Again,1992,1,7,0,9.6,9.8,7.3,1.1,9,5.8,3.5,Thriller,108
Born to Win,1971,4.8,7.7,9.6,4,1.3,8.9,8.9,0.1,6.1,9.7,Drama,90
I Love Trouble,1994,8.2,5.9,3.9,5.1,4,7.8,0,6.9,7.3,8.4,Comedy,123
Jurassic Park,1993,2.3,4.1,0.6,1.2,5.8,7.5,8.2,3.7,1.9,1.5,Adventure,125
Flesh and Bone,1993,7.7,1.1,7.4,7.1,3.2,8.7,6.2,8.2,6.5,9,Thriller,127
Under Fire,1983,9.4,2.2,6.2,2.4,5,1.8,9.5,3.8,9.8,4.1,Drama,126
The Last Temptation of Christ,1988,8.9,9.8,2.3,9.1,6.6,7.7,2.4,9.8,3.4,0.5,Drama,161
A League of Their Own,1992,7.1,2.8,7.1,8.8,9.1,3.5,1.1,8.4,6.8,7.2,Comedy,128
White Men Can't Jump,1992,9,2.4,2.6,0.4,2.5,8.9,2.6,5.8,2.8,7.4,Comedy,95
The Last Hurrah,1958,7.6,5.8,2.5,8.3,3.3,4.4,1.7,6.6,8.3,1.5,Comedy,121
El Mariachi,1992,2.3,2.6,3.4,1.7,9.3,2.1,1.2,2.8,2.4,8.5,Action,81
Bullitt,1968,9.3,2.9,0.2,8.2,8.6,8.2,4.4,1.6,2.1,8.9,Crime,113
This Boy's Life,1993,2.2,5.1,9.7,4.6,3.3,4.6,3.6,0.9,6.4,5.1,Drama,115
Judgment at Nuremberg,1961,4.5,2.6,5.6,9.8,0.2,4.8,2.8,5.6,9.6,6.1,Drama,178
Artists and Models,1955,0.3,4.1,3,1.5,4.4,4.7,4.8,4.5,0.1,2.5,Comedy,100
The Bad Seed,1956,8,4.4,4.1,8.1,4.9,8.2,8.2,9.7,7,3,Drama,126
The Spirit of Saint Louis,1957,2.3,3.1,8.2,4.9,0.8,1.5,4.4,8,0.7,6.1,Biography,136
Faces,1968,4,6.4,7.6,1.8,6.4,2.4,6.2,9.5,1.7,0.2,Drama,127
A River Runs Through It,1992,4.5,2,3.1,1,2.6,2,0.6,5.8,9.9,1.9,Drama,123
The Naked Gun 2 1/2: The Smell of Fear,1991,1.9,7.3,0.5,4.6,4.4,3.5,6.7,8.2,5.3,1.7,Comedy,85
Schindler's List,1993,6.3,4.9,8.9,4.1,1.9,0,0.1,6.9,7.8,3.3,Drama,194
Silent Running,1971,9.3,7.9,8.9,2.2,8,6.3,5.4,6.6,2.1,7.6,Fantasy,90
Funny Girl,1968,4,6.1,4.2,8.8,7.6,1.1,3.1,8.2,3,0.6,Musical,148
The Thing,1982,8.8,2.6,4.5,4,4.3,5.9,6.4,1.9,7.3,9.5,Fantasy,108
The Day of the Locust,1974,9.9,8.4,8.4,3.8,1,4.8,2.8,5,2.7,6.2,Drama,140
Bad Lieutenant,1992,2,3,3.3,6.5,3.1,0.1,5.3,7.5,6.6,3.6,Drama,93
The Long Walk Home,1990,1.3,3.8,0.1,1.5,5,1.6,1.9,5.8,9.5,0.6,Drama,97
Shoot Out,1971,0,8.1,4,6.5,0,4.1,1.2,8.2,2.4,7.3,Western,96
Mutiny on the Bounty,1962,8.7,7.9,2.9,9.9,5.5,6.2,5.7,3.8,5.4,5.4,Drama,180
Manhattan Murder Mystery,1993,8.4,6.7,9,3.9,7.5,4.8,6.4,5.3,5.1,7.4,Comedy,105
Undercover Blues,1993,8.9,8,2.7,4.3,6.3,1.5,2.1,8.1,9,6.8,Comedy,89
Sister Act,1992,0.1,8.2,7.9,8,2.9,3.8,0.2,2.3,1.1,0.4,Comedy,102
Wayne's World,1992,4,0.3,6.3,3.2,7.6,4.6,6,5.3,2.5,7.2,Comedy,95
A Bridge Too Far,1977,3,4.4,8.8,9.4,6.9,8.9,8.9,4.7,4.1,7.8,War,150
1941,1979,1.6,6.7,1.6,0.4,9.4,7.7,1.5,2.4,9.8,3.7,Comedy,117
The Rain People,1969,2.7,6.4,1.4,1.8,7,7.6,4,2.8,9.6,9.6,Drama,97
The Distinguished Gentleman,1992,4.1,5.7,2,2,4.3,2.8,3.1,5,5.5,3.7,Comedy,117
Jacknife,1988,7.1,6,8.6,5.8,3.8,1.5,2.2,3,5.6,4.3,Drama,101
Wake of the Red Witch,1948,2.3,3.5,6.6,9.4,9,3.7,9.1,3.5,5.9,5.6,Adventure,106
The Client,1994,4.4,0,8.3,7.4,7.9,4.9,0.8,7.1,5.7,1,Thriller,121
The Beast,1988,5.2,9.3,1.9,10,6.5,8.9,8.1,8.5,6,1.3,War,109
Twilight Zone: The Movie,1983,4.7,7,6.3,4.7,6.8,9.4,5.5,0.4,1.7,0.2,Fantasy,101
The Indian Fighter,1955,5.1,5.7,1.9,1.5,4.6,5.7,7.8,0.3,1.5,6,Western,88
Labyrinth,1986,2.6,3.2,4.2,2.1,9.3,8.5,8.9,2.9,1.4,0.8,Fantasy,101
The Front,1976,3.2,7.1,7.1,2.3,3.4,4.3,7.8,2.9,4.1,7,Drama,95
Predator 2,1991,6.2,5.8,9.2,5.5,0.2,1.8,8.2,6.5,8.1,7.5,Fantasy,101
The Prisoner of Zenda,1952,9.7,8.2,3.9,0.3,3.8,9.7,9.8,9.8,3.9,7.7,Adventure,100
The Good Son,1993,1.7,1,6.3,1.1,8.5,1.7,2.4,7.1,2.5,5.8,Thriller,87
Untamed Heart,1992,5.7,1.6,8.9,5.1,7.8,2.9,4.2,5.1,8.3,7,Drama,102
Attack!,1956,4.2,2.5,8.4,3.3,9.3,9.4,5.5,6.7,6.5,7.4,War,107
The Indian Runner,1991,1.2,7.5,7.3,8.4,5.2,1.5,8.6,8.7,6.9,6,Drama,127
The Honey Pot,1967,3.9,0.6,0.9,5.1,2.7,6.4,8.4,6.8,5,9.4,Comedy,125
Robin Hood: Men in Tights,1993,7.3,8.8,0.3,0.3,8.4,4.4,4.7,3.3,3.5,2.8,Comedy,102
Detective,1968,5.1,3.9,0.1,1.3,3.6,4.8,9.9,9.5,5.4,4.3,Crime,123
American Flyers,1985,5.8,7.2,4.1,2,3.7,7.4,9.4,7.4,6.9,7.3,Drama,114
Vanya on 42nd Street,1994,9.2,3.7,2.4,5.8,8.2,9.4,2.1,7.2,8.6,1.3,Drama,119
The Agony and the Ecstasy,1965,4.1,3.5,8.2,5,6.3,4,6.6,8,6.3,1.1,Drama,137
Top Secret!,1984,4.6,4.8,2.9,5.7,2.9,2.1,7.1,7.6,8,7.5,Comedy,90
The Keys of the Kingdom,1944,9.4,4.6,9.8,8.1,2.8,6.5,4,9.9,8.2,3.2,Drama,137
The Deadly Companions,1961,3.2,9.1,0.2,0.3,1.8,2.3,6,1.4,6.1,7.7,Western,90
Logan's Run,1976,2.9,3.1,8.6,5.3,4.7,1.9,4.1,8,5.6,0.8,Fantasy,118
Bad Day at Black Rock,1955,6.4,3.5,8.9,2.9,9.2,8.1,1.7,7.9,7,6.1,Drama,81
A Perfect World,1993,6.7,4.8,4.6,4.7,0.6,9.1,8.8,8.8,3.9,5.2,Drama,138
Mrs. Doubtfire,1993,9.2,2.2,9.1,8.1,7,9.1,4.9,0.4,9.2,6.2,Comedy,125
Spider Man,1978,9.2,1.2,7.1,0.4,2.5,10,8.3,2.4,7.4,5.5,Super-hero,98
Spider Man Strikes Back,1978,6.2,0.1,1.9,4.7,5.3,1.3,2.4,4.8,5.4,1.8,Super-hero,80
Spider Man The Dragon's Challenge,1980,2.2,2.2,3.9,9.4,5.6,4,3.7,3.3,2.8,8,Super-hero,96
Cinderfella,1960,7.3,4.6,7.4,9.1,5,1.3,1.2,9.7,7.2,1.4,Comedy,91
Toys,1992,3.7,9.8,7.5,7.3,3.4,2.3,0.6,2.7,6.9,5.1,Comedy,119
The Secret Garden,1994,6.3,9.6,2.2,0.1,3.6,0.6,7.9,6.1,0.9,7.9,Comedy,102
Ace Ventura: Pet Detective,1994,7.7,7.7,0.8,9.9,7,5.8,7.5,5.4,3.6,1.4,Comedy,93
Red Rock West,1992,9.2,4,7.4,0.3,3.6,1.7,5.4,8.4,4.2,4.2,Thriller,99
Airport 1975,1974,0.5,6.4,6.7,6.1,7.4,4.4,8.3,4.5,8.2,7.7,Drama,110
"The Long, Long Trailer",1954,9.8,6.7,2,6.5,1.4,9,9.5,9.6,8.7,8.5,Comedy,96
The Right Stuff,1983,5.8,3.8,6,6.5,5.3,7.9,3,7.4,3.3,7.9,Drama,152
The Adventures of Huck Finn,1993,5.7,3,4.2,5.5,6.7,5.5,1.3,6.5,9.5,8.2,Adventure,108
September,1987,1.1,5.6,9.9,1.6,8.9,9.9,5.4,1,8.1,6.5,Drama,87
Demolition Man,1993,6.6,2.1,6.1,7.8,9.5,4.9,6.4,4.7,8.2,8,Fantasy,114
The Remains of the Day,1993,1.1,1.6,5.5,5.6,7.1,1.1,4.9,4.2,7.8,1.7,Drama,134
Grand Prix,1966,2.6,2.3,8.4,3.1,9,5.6,1.2,5.5,1.3,8.1,Action,180
The Incident,1968,8.8,9.2,1.1,5.9,7.5,9,9.5,9.2,10,7.6,Drama,102
Mommie Dearest,1981,8.2,4.2,6.5,3.1,7.1,6.8,4.8,1.5,3,0.1,Biography,128
Grumpy Old Men,1993,5.7,3.1,2.4,7,4.5,7.1,9.2,9.4,7.3,7,Comedy,104
Letter to Three Wives,1949,4.4,2.8,0.2,3,1.9,1.2,6.8,1.2,8.2,3.6,Comedy,102
Violent Saturday,1955,4.5,3.4,4.8,2,6.8,1.8,9.9,8,7.2,6.2,Drama,90
The Shanghai Gesture,1941,9.8,6.7,7,1.7,4.8,5.3,6.3,0.5,2.4,6.9,Drama,94
Three Faces of Eve,1957,4.1,9.8,0.6,3.5,9.3,7.6,7.4,7.6,2.9,8,Drama,91
The Taking of Pelham One Two Three,1974,9.6,9.4,2.4,7,8.7,5.1,6.4,1.9,6,3.4,Thriller,104
Blood and Sand,1941,8.7,6.3,4.4,2,0.2,1.3,9.9,3.4,9.2,2.5,Drama,123
The Scalphunters,1968,9,4,4.4,0.4,4.1,0,3.6,6.9,8.2,2.6,Western,102
Mad Dog and Glory,1993,7.2,4.5,2.1,8.6,9.3,1.7,9.1,9.9,6.7,10,Comedy,97
Shampoo,1975,3.9,7.7,3.4,0.7,9.5,8.4,7.7,5.4,5.6,6.1,Comedy,110
The Scarlet Empress,1934,9.2,9.1,3.3,3.3,1.5,3.6,5.1,9,5.2,7.7,Drama,110
"Fort Apache, the Bronx",1981,6.7,6.2,8.2,9.9,4.7,9.5,5.4,5.5,7.1,7.6,Crime,121
House of Games,1987,7.4,5.8,3.3,1.9,7,5.1,9.7,4.1,8,3.2,Thriller,99
The Odd Couple,1968,0.7,4.9,1.2,0.9,8.9,8.9,4.5,8.3,5.1,4.9,Comedy,105
Shadowlands,1993,2.6,9.2,6.3,8.1,0.2,2.4,1.1,9.7,4.6,10,Romantic,130
Sleepless in Seattle,1993,9.6,5.5,9.3,7.9,3.2,2.7,0.7,3.6,1.3,0.6,Comedy,104
The Pelican Brief,1993,1.8,4.8,6.4,0.8,3.1,9.6,3.5,8.3,9.1,1.1,Thriller,141
A Child is Waiting,1963,5,4.7,3.4,7.6,1.9,2.8,3.1,6.9,6.5,4.4,Drama,104
The Snake Pit,1948,7.3,5.6,2.7,3.4,7.3,2,1.4,1,7.9,4.1,Drama,108
Husbands and Wives,1992,2.9,8,9.3,8.7,4.4,5.5,1.3,9.7,8.9,2.2,Comedy,107
Clerks,1994,7.2,5.5,3.5,2.5,6.8,8.4,0,6.8,4.5,3.7,Comedy,103
"Good Morning, Vietnam",1987,7.9,5.7,9.8,3.9,7.7,8.3,3.3,3.6,8.3,1.9,Comedy,122
Hoffa,1993,1.9,5.2,5.9,9.7,1,8.3,1.2,1.5,4.2,4.7,Biography,140
The Player,1992,1.3,4.6,7.9,0.5,7.5,6.2,3.4,0.7,7.2,3.8,Drama,124
Star Trek VI. The Undiscovered Country,1991,6.9,2,3.4,8.8,3.4,4.1,4.7,0.8,4.7,3.9,Fantasy,110
Compulsion,1959,7.3,4.9,7.1,3.9,3.3,2.2,8.2,5.4,7.2,4.2,Drama,103
Fearless,1993,3.6,3.7,1.8,0.6,7.6,0.2,7,9.1,7.7,0.9,Drama,123
Bring Me the Head of Alfredo Garcia,1974,0.7,6.7,7,3.5,6.4,5.8,9.9,9.7,4.1,1,Drama,115
Cluny Brown,1946,7,5.4,0.9,0.5,3.3,7.9,4.5,3,2.8,5.6,Comedy,100
Philadelphia,1993,1.5,5.1,9,4.5,4.1,1,7.1,1.8,1.5,8.3,Drama,125
Any Which Way You Can,1980,0.1,3.2,9.1,6.4,9,4.3,1.5,0.3,9.4,3.4,Comedy,115
China Girl,1987,0.8,5.1,9.3,4.4,8.9,5.8,2.4,3.2,9.9,3.9,Drama,85
The Devil at Four O'Clock,1961,2.5,0.5,7.4,2.6,1.5,6.3,9.2,1.7,6.1,9,Drama,126
The Girl Can't Help It,1956,1.8,7.6,8.4,2.8,0.8,2.9,3.6,5.1,4.1,2,Musical,99
Jubal,1955,8.3,5.9,2.2,0.5,0.8,5.7,5,8.9,4.4,8.1,Western,101
Southern Confort,1983,4.5,1.2,9.8,7.3,4.2,4.6,9,3.7,2.1,3.3,Drama,106
Geronimo,1994,8.3,6.9,2.3,9.8,5.7,7.9,5.4,6.7,3,3.3,Western,115
Naked Gun 33 1/3: the Final Insult,1994,2.3,4.2,0.7,8.6,9.4,4.6,3.9,5.5,8.7,8.3,Comedy,82
Heart of Darkness,1994,10,9,5.4,4.8,8.2,1.6,7.1,0.3,4.1,9.6,Adventure,120
The Wild Geese,1978,8.4,2.9,6.4,9.9,2.7,1.2,9.3,6.3,5.7,0.7,War,135
The Return of Frank James,1940,7.7,2.8,5.3,2.7,1.9,8.1,3.3,4.7,1.1,8.8,Western,92
Young Mr. Lincoln,1939,5.5,9.1,5.1,7.1,2.6,4,7.4,3.7,2.5,8.2,Biography,101
Death Becomes Her,1992,2.7,8.5,3.4,4.5,2,1.9,1.9,2.3,3.1,5.3,Comedy,103
Fatal Instinct,1994,3.6,0.4,1,3.1,2.5,7.1,4.7,8.6,8,3.3,Comedy,90
The Best Man,1964,0.5,8.9,2.4,8.7,1.2,9,2,2.4,1.5,1.6,Drama,104
A Foreign Affair,1948,1.5,8.2,0.2,4.5,8.3,0.5,6.7,6.4,3.6,0.5,Comedy,116
Audrey Rose,1977,1.5,9.4,4.8,1.4,8,9.9,7.3,7.3,1,7,Drama,115
Crimewave,1985,8.3,9.4,6.8,9.9,8.5,1.7,1,4.6,4.6,2.3,Comedy,85
Forrest Gump,1994,7.5,1.2,4.1,9.4,7.1,4.6,2.5,9.9,8.8,2.1,Comedy,140
Wyatt Earp,1994,5.4,2.4,9.6,8.9,5,7.9,9.6,0.4,3.2,3.5,Western,195
Mr. Skeffington,1944,5.2,1.9,2.7,8.4,4.8,7.9,3.6,3.9,3.9,9.9,Drama,127
The Dark Corner,1946,5.5,3.1,6.8,8.1,0.1,1.1,4.6,6,1.9,3.8,Drama,98
Reality Bites,1994,3,3.2,5.5,2.7,4.1,5.5,5.6,6.6,6.6,3.8,Comedy,99
Blown Away,1994,3.6,3.4,5,2,0.7,8.6,2.9,5.7,2,4.9,Drama,121
Striking Distance,1993,1.2,3.8,3.7,9.1,7.5,0.4,1.3,0.6,7.2,9.5,Thriller,101
Blood on the Moon,1987,4.5,9.4,0.7,2.9,9.5,6.8,5,4.7,7.7,4.9,Thriller,107
Rob Roy,1995,5,6.8,7.5,4.6,8.4,6.4,4.9,8.9,5.2,3.2,Adventure,140
The Quick and the Dead,1995,5.5,5.2,2.3,1.8,6.6,2.3,4.3,5.3,4,3.5,Western,103
I. Q.,1994,8.4,0.1,2.1,7.9,7.7,1.7,5.8,9.3,6.9,6.8,Comedy,85
Boys on the Side,1995,6.6,9.6,8.8,0.7,9.8,2.9,0.8,6.6,4.2,5.2,Comedy,118
Tribute to a Bad Man,1956,7.1,0.5,4.5,5,1,8.6,1.4,0.5,7.2,3.5,Western,95
Killer Klowns from Outer Space,1988,0.1,5.4,8.5,8.2,5.1,6,5.1,0,9.2,0.2,Fantasy,88
Amadeus,1984,2.5,7.4,6.3,2.5,3.4,8.2,8.8,0.4,7.9,8.7,Biography,158
Prêt-à-porter,1995,1.2,4.8,5.7,1.8,1.1,8.1,8.9,2.4,0.3,8.6,Comedy,130
Light Sleeper,1991,6.5,2.5,1.1,6,4.7,5.3,5.7,8.3,3.7,2.7,Drama,103
What's Eating Gilbert Grape?,1994,6.2,5.2,8.6,8.4,5.6,5.7,4.7,8.4,9,1.5,Comedy,118
Autumn Leaves,1956,9.2,3.7,8,5.9,3.4,8.7,9.7,7.5,0.1,3.1,Drama,108
Little Women,1994,0.8,6.4,3.1,2.4,8.6,5.7,9.8,5.9,7.8,9.7,Drama,115
Bullets over Broadway,1994,4.4,6.5,0.1,5.5,6.9,1.4,3.5,6.4,5.6,6.7,Comedy,99
The Shadow,1994,3.3,8.4,1,3,1.1,7.4,3.1,0.1,2,3.1,Fantasy,110
Quiz Show,1994,2.3,1,7.5,9.9,0.4,2.8,6.4,4.7,5,4.9,Drama,132
Paths of Glory,1957,9.6,3.6,3.8,3.8,7.1,7.4,6.3,7.8,4.4,2.7,War,86
The Shawshank Redemption,1994,9.4,1.4,8.5,7.8,3.8,0.2,7.7,7.8,1.1,9.1,Drama,140
Nell,1994,8.7,6.7,3.8,7.9,5.4,6.6,0.4,5.9,6.2,1,Drama,113
Three Godfathers,1948,8.7,3.2,1.4,1.1,0.6,4,5.9,4.5,1.8,3.5,Western,106
The Paper,1994,6.3,6.9,9.9,2,5.2,6.3,9.4,5.7,1.5,2.4,Comedy,110
True Lies,1994,3.9,9,2.4,4.9,6.6,2,2,4.6,2.1,6.6,Spy,140
Drop Zone,1994,3.8,9.5,5,1.2,5.7,5,4,3.2,1.9,8.7,Thriller,105
Demetrius and the Gladiators,1954,1,5.2,4.9,1.5,5.8,1.7,5.3,3.6,1.9,6.4,Drama,101
Time cop,1994,2,0.6,3.5,7.3,8.4,1.8,4.9,4.5,5.1,0.7,Fantasy,100
Angel,1937,3.6,5.7,2.4,4.2,3.8,0.4,9.4,0.1,0.3,4.9,Comedy,98
The Mask,1994,6.1,2.5,2,2,7.8,4.7,8.2,6.6,3.4,0.2,Comedy,105
Down by Law,1986,8.6,1.4,8.7,10,2,4.6,1.7,5,7.3,4,Comedy,102
The Last Seduction,1994,7.2,3.8,1.2,8.6,4.5,1.4,4,7.8,2.1,2.8,Drama,109
The Princess Bride,1987,0.6,3.5,1,9.2,0.2,5.7,1.9,8.9,6.5,3.8,Fantasy,98
"Walk, Don't Run",1966,5.2,5,9.6,9.2,5.3,9.3,6.8,2,4.3,1.6,Comedy,114
Clear and Present Danger,1994,2.6,8.7,4.5,8.4,2.1,0.6,5,8.8,0.2,7.8,Thriller,141
With Onors,1994,0.6,6.4,7.3,6.6,8.7,8.4,4.4,1.1,9.5,3.5,Comedy,102
A Matter of Time,1976,3.9,9.6,8.8,3.1,4,8.4,2,3.3,4.1,0.2,Comedy,105
It's Always Fair Weather,1955,9.8,8.5,6.8,8.4,4.7,6.9,9.7,2.1,6.3,6.5,Comedy,102
Guarding Tess,1994,4.5,6.9,6.2,5.6,3.7,7.4,9.4,3.1,8.4,4.2,Comedy,98
Speed,1994,3.8,1.1,5.7,4.8,1.2,7.6,2.5,0.8,2.4,5.4,Action,119
We're no Angels,1955,1.5,1.8,3.3,5.9,5.4,6.2,9.2,3,1.5,8.2,Comedy,103
My Man Godfrey,1936,5.3,6.9,6.6,8.3,6.4,4.7,2.8,4.5,7.2,0.8,Comedy,95
Crimson Tide,1995,0,5.1,0.8,5.5,4.5,8.9,3.9,1.7,2.4,6.5,War,140
Dumb and Dumber,1995,8.6,2.4,4.5,5,6.6,0.5,7,6.2,8.2,6.4,Comedy,101
Holiday,1938,7.8,6.3,3.8,2.3,7.7,5,9.7,7.2,7.5,2.1,Comedy,94
Waterworld,1995,7.4,2.8,7.6,4.6,2.4,4.8,2.5,6.6,4.1,8.6,Fantasy,135
While You Were Sleeping,1995,0.2,2.1,4.2,0.3,3.1,2.8,6.3,6.1,9.5,1,Comedy,100
Nine to Five,1980,4.2,6.3,2.5,3.8,5.8,0,6,2.1,9.1,6.8,Comedy,109
Blue Chips,1994,8.8,5.1,9.9,3.3,7,3.5,8.2,1.3,6.1,0.9,Comedy,108
Batman Forever,1995,2.8,1.2,8.7,8.3,7.3,6.5,2,4.4,6.4,1.5,Super-hero,121
Red Dawn,1984,6.6,2,0.4,8.9,2.8,0.7,7.2,3.5,0.2,5.1,War,105
Mowgli,1995,4.3,6.7,2.2,1.4,3,4.7,9.6,0.1,1.7,2.4,Adventure,121
Seven Sinners,1940,0.3,0.1,4.5,0.4,1.6,2.7,1.7,9.3,7.9,9.6,Drama,87
Apollo 13,1995,5.7,8.8,2.2,7.6,4.4,7.9,3.8,6.9,2.7,8.2,Drama,140
Clockers,1995,6.5,3,6.6,1.5,6.7,3.7,9.5,5.5,3.7,9.1,Drama,129
Die Hard With a Vengeance,1995,6.9,7.5,8.6,5.1,1.3,7.1,5.1,8.4,2.3,3,Action,130
Showgirls,1995,9.2,2.6,3,7.3,2.8,3.2,9.6,9.3,9.9,7.3,Drama,95
Nine Months,1995,1.7,1.1,6.8,7.1,1.9,7.6,4.3,0.4,8.2,5.3,Comedy,95
Don Juan DeMarco,1995,2,1.2,7.2,5.1,7.6,4.1,6.8,5,0.4,2.5,Romantic,97
Maverick,1994,1.1,2.4,0.6,7.2,9.4,7.2,8.8,9.7,8.5,3.9,Comedy,129
Jade,1995,6.9,5.6,0.1,9.7,9.2,6.6,4.1,7.6,4.1,5.9,Thriller,96
Forget Paris,1995,1.5,0.7,4.3,6.1,2.3,6.4,7.6,2.8,4.1,4.2,Comedy,100
Stage Door,1937,3.6,9.8,9.6,1.2,0.1,6.3,9.7,5.1,9.1,6.3,Drama,92
The Longest Yard,1974,9.9,7.8,6.4,6.7,9.4,3.6,8,3.9,5.5,9.7,Drama,120
The Dogs of War,1980,4.2,1.5,1.1,4.4,2.1,8.4,0.3,4.2,1.4,4.7,War,90
One-Eyed Jacks,1961,10,2.9,1.9,6,2.4,6.3,8,9.2,9.8,3.2,Western,138
Lorenzo's Oil,1992,1.2,9.4,0.9,7.2,7.8,4.8,9.6,4.8,1,5.4,Drama,135
Alligator,1980,9.7,7,0.9,2.6,9.5,1.5,0.8,4.6,0.5,9.3,Drama,91
A Walk in the Clouds,1994,0.3,2.4,8.9,8.4,7.4,2.8,6,1.4,9.6,2.5,Romantic,102
The Usual Suspects,1995,6.5,6.3,3.6,5.9,5,3.1,8.8,2.8,7.5,7.6,Thriller,105
Safe,1995,7.5,9.5,8.8,4.6,5.2,7.7,3.9,5,1.3,3.8,Drama,121
Braveheart,1995,2.4,9.4,1.7,6.8,7.9,3.8,4.1,4.9,2.7,4.4,Drama,178
Casper,1995,7.2,4.4,1.1,8.6,8.5,5.6,8.2,5.6,5.5,0,Fantasy,100
Seven,1995,8,1.2,3.8,0.9,6.4,9.2,1.8,5.9,4.9,0.2,Thriller,127
The Scarlet Letter,1995,8.6,4.3,3,2.7,3.1,0.1,2.9,8.4,4.7,0.9,Drama,135
Conflict,1945,9.5,1.8,5.2,5.2,6.2,1.3,3.1,4.9,8.4,2,Thriller,86
Goldeneye,1995,7.1,1,1.8,3.5,9.1,8.3,1.9,0.6,7.7,3.2,Spy,130
Moonlight & Valentino,1995,4.9,8.3,10,1.3,0.8,0.8,0.9,1.8,7.3,2.6,Comedy,95
Man in the Wilderness,1971,2.3,4.9,2.9,4.1,3.6,0.4,4.7,6.8,0.3,4.4,Western,105
Swimming with Sharks,1994,9.8,3.7,2.7,4.5,4.1,1.8,0.2,2.5,7.2,7.5,Drama,93
"Bright Light, Big City",1988,5.4,5.6,7,6.5,0.6,0.5,7.7,0.6,9.4,7.6,Drama,104
The Net,1995,8.5,7.4,7.1,4.4,0.7,5.3,6,0.1,8.7,0.9,Thriller,118
Blue in the Face,1995,0.5,8.2,6.5,0.2,1.9,5.8,0,2.1,8.1,4.1,Comedy,90
Mighty Aphrodite,1995,1.9,2.9,4.1,3.6,0.7,6.4,4.9,6.1,8.5,2.3,Comedy,95
The Secret Life of Walter Mitty,1947,5.4,3.1,5,8.1,6.2,8.4,10,0.5,5,7.3,Comedy,110
